prob0,prob1,prob2,prob3,actual0,actual1,actual2,actual3,predicted0,predicted1,predicted2,predicted3,feature0,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9
0.171193,0.478292,0.260735,0.089780,0,1,0,0,0,1,0,0,-0.048090,0.256357,0.468694,1.948229,1.053804,-0.189837,0.630810,3.817092,-0.701655,-0.521596
0.166472,0.341892,0.272278,0.219358,0,1,0,0,0,1,0,0,0.216704,0.370180,1.630106,-0.531869,-1.309622,-0.454095,0.579896,-1.232845,-0.450867,-0.420884
0.472763,0.173966,0.178559,0.174712,1,0,0,0,1,0,0,0,-0.172788,0.749358,-1.159918,-0.021783,-1.026176,1.314799,-0.450592,-0.025053,-0.900789,-1.318826
0.164764,0.366567,0.184119,0.284549,0,1,0,0,0,1,0,0,0.343337,1.779998,-0.764922,0.611741,-0.023137,0.341216,0.449034,-1.050123,3.430199,-1.471751
0.094826,0.204322,0.106127,0.594725,1,0,0,0,0,0,0,1,0.828225,-0.587693,-1.228360,-0.337308,-1.949205,-0.449757,-0.613420,-0.555160,0.481236,0.701726
0.097427,0.132847,0.682161,0.087564,0,0,1,0,0,0,1,0,-0.044537,-1.836070,1.647205,-0.829248,2.294290,0.955361,-1.656922,0.911973,1.371858,-0.693592
0.545246,0.181798,0.150021,0.122935,1,0,0,0,1,0,0,0,0.564775,-1.182705,-1.220071,-0.871016,0.476304,-1.309761,1.812909,1.484599,0.060349,-1.085811
0.074982,0.605997,0.259432,0.059589,0,1,0,0,0,1,0,0,0.440689,-0.951768,-2.125528,0.283696,1.894668,0.232961,1.848182,1.561637,0.025118,0.428118
0.283759,0.156850,0.388592,0.170799,0,0,1,0,0,0,1,0,-0.027743,-2.327045,3.994756,-0.832906,-1.523394,-0.090806,-0.915434,-0.270253,-0.755815,-0.091945
0.499707,0.148849,0.186503,0.164941,1,0,0,0,1,0,0,0,0.252438,0.053717,-1.395236,-1.596941,-1.093246,-1.149525,-0.100482,0.201305,-1.605710,-0.816022
0.571635,0.139137,0.162077,0.127151,1,0,0,0,1,0,0,0,0.989521,-0.639080,-1.310901,0.512064,-0.509155,1.433514,4.103406,0.907391,-1.012513,-1.028813
0.260087,0.264095,0.104457,0.371361,0,0,0,1,0,0,0,1,0.318723,1.071993,1.413787,1.657347,-0.448746,0.265490,0.021804,-0.285869,1.694833,0.654097
0.140695,0.538971,0.243125,0.077210,1,0,0,0,0,1,0,0,-0.362988,0.045228,-1.497028,0.239254,0.971554,0.302911,-0.583586,2.347074,-0.297492,1.023759
0.076956,0.625822,0.068127,0.229095,0,1,0,0,0,1,0,0,-0.065625,0.163839,0.717306,0.348339,-2.506076,-0.056060,-2.480684,-0.619153,1.581672,-0.421639
0.075889,0.361383,0.185113,0.377615,0,1,0,0,0,0,0,1,1.332207,0.311426,1.954146,-2.641716,-1.908385,0.404975,-0.166536,-1.869047,1.831450,-1.291633
0.122314,0.032645,0.635537,0.209504,0,0,1,0,0,0,1,0,-1.492667,-2.189066,2.695194,1.423942,2.152645,-0.600152,-0.748907,0.251787,-1.111745,-0.892154
0.158208,0.303082,0.329435,0.209275,0,0,1,0,0,0,1,0,1.851062,0.375206,1.837569,-0.023443,-0.371282,-1.364088,0.465838,-2.910306,-1.502393,0.836128
0.186748,0.301570,0.367905,0.143777,0,0,1,0,0,0,1,0,2.268806,-0.160451,-0.531669,0.832080,1.412140,0.082399,-1.034359,0.901585,-0.081296,0.289599
0.261900,0.392306,0.142908,0.202886,0,1,0,0,0,1,0,0,-0.398359,1.095615,0.222737,1.068895,0.546649,0.075077,-1.663467,1.817448,0.985081,-0.478106
0.501204,0.121043,0.209122,0.168630,1,0,0,0,1,0,0,0,1.174533,1.025274,2.255600,0.421801,-0.373608,-0.766998,-0.863462,0.066839,-1.982229,0.580371
0.134116,0.153946,0.541500,0.170438,0,0,1,0,0,0,1,0,-0.864918,-0.355791,1.624705,-2.149543,1.714881,0.360054,-0.816350,-0.532042,-1.267754,0.619032
0.255716,0.298886,0.229413,0.215985,0,1,0,0,0,1,0,0,0.313068,0.242481,0.558531,-1.159135,-0.696110,-0.220084,-0.889279,-1.048583,-0.304557,0.059289
0.064514,0.378591,0.318037,0.238858,0,1,0,0,0,1,0,0,1.252386,-1.450485,2.034750,0.492462,0.477515,1.752779,0.654734,-1.981407,2.091594,0.373182
0.311003,0.220760,0.123093,0.345144,0,0,0,1,0,0,0,1,-0.497329,0.913013,1.475205,-1.388403,-1.810114,-0.754848,-0.649874,0.698987,0.510887,0.635922
0.518301,0.206915,0.142077,0.132707,1,0,0,0,1,0,0,0,0.664856,0.692763,-1.218374,-0.539034,0.538114,1.014486,1.172473,1.384225,0.145555,-0.781605
0.286000,0.190489,0.113576,0.409935,0,0,1,0,0,0,0,1,-1.435654,0.001012,-1.956438,0.242674,-0.637581,-0.821020,-0.103860,-2.389492,-0.553281,0.549698
0.177789,0.189484,0.572330,0.060397,0,0,1,0,0,0,1,0,0.664052,-1.498034,1.373281,0.475562,2.303253,-1.142791,1.145388,0.978992,-1.671363,-0.544092
0.156765,0.107465,0.067836,0.667934,0,0,0,1,0,0,0,1,-0.419247,0.568411,-2.180478,-1.112922,-0.946106,2.322515,0.981154,-1.382105,-0.240087,-0.251943
0.064514,0.255456,0.470276,0.209753,0,0,1,0,0,0,1,0,-0.042610,-1.470827,0.062861,0.186411,0.048445,-0.442718,0.833580,-1.880597,-0.192735,-0.222957
0.092432,0.344587,0.263903,0.299078,0,0,0,1,0,1,0,0,0.118881,0.449161,0.669271,0.072651,0.556487,-0.465544,0.795799,-0.386017,1.065816,-0.182638
0.291917,0.100018,0.438502,0.169564,0,0,1,0,0,0,1,0,1.748555,-0.404894,1.459079,-1.051131,-0.322585,-0.138644,-0.485180,1.401671,-0.303966,-0.902099
0.136846,0.459837,0.235613,0.167704,0,1,0,0,0,1,0,0,1.163288,0.312569,0.239002,-1.812455,-1.548575,0.676108,-1.488594,-0.338794,-0.897237,1.329760
0.438514,0.142886,0.110628,0.307972,0,0,0,1,1,0,0,0,-0.016383,-2.507890,-0.160447,-1.023712,-1.311050,-0.639044,0.060818,2.503318,0.702901,0.816765
0.072760,0.396051,0.325151,0.206038,0,1,0,0,0,1,0,0,1.015632,1.224347,-1.945869,0.811202,0.085543,0.590802,-1.130614,-2.530913,3.857678,0.210185
0.363500,0.194964,0.160675,0.280862,0,0,0,1,1,0,0,0,-0.519175,0.387519,0.358999,0.508192,-1.113574,-2.425654,-0.593328,2.519101,0.118460,-0.703523
0.383568,0.137821,0.158077,0.320533,0,0,0,1,1,0,0,0,-0.913678,0.002986,-0.021194,-0.080186,-0.243097,0.069120,-0.102402,0.985029,0.080709,-1.915001
0.390962,0.111918,0.173696,0.323425,1,0,0,0,1,0,0,0,0.024137,-1.247686,-0.913363,-0.948939,-0.453451,-1.497974,0.904139,1.047942,-0.112827,0.812505
0.172904,0.167079,0.478107,0.181910,0,0,0,1,0,0,1,0,-0.054722,-1.047440,1.705945,-0.238224,1.054815,0.563636,0.461648,0.228971,2.411432,-0.853675
0.214764,0.226369,0.351834,0.207032,0,0,1,0,0,0,1,0,1.076798,0.477014,2.441671,1.366066,0.408736,-0.742409,0.747283,-1.994290,-1.853327,0.391445
0.166315,0.102575,0.667822,0.063288,0,0,1,0,0,0,1,0,-1.059346,-1.195090,1.419461,-1.665972,1.776688,-1.758317,-0.539339,1.710002,-1.623909,0.802947
0.044872,0.234161,0.533203,0.187765,0,0,1,0,0,0,1,0,-0.407790,-1.447825,3.085657,1.507390,1.436078,0.059131,-0.617429,-2.207600,-0.142774,-0.206591
0.557347,0.303151,0.105627,0.033874,1,0,0,0,1,0,0,0,0.484630,0.312955,2.377958,-0.695848,-0.831305,0.215338,-2.729715,0.921087,-0.724943,-0.685306
0.233550,0.293561,0.079332,0.393558,1,0,0,0,0,0,0,1,0.478355,0.325739,-1.659704,-0.040522,-1.184014,-0.118784,0.010496,4.611543,2.873341,-2.099595
0.204909,0.556673,0.075228,0.163189,0,1,0,0,0,1,0,0,-1.116104,-1.949167,-1.142656,-0.858861,0.459521,-1.184205,-0.593188,-0.665747,1.863390,0.354960
0.243911,0.188767,0.179809,0.387512,0,1,0,0,0,0,0,1,-0.038438,-1.258655,-1.441602,-0.564491,-3.747811,-1.061880,0.054055,-0.619837,-2.246875,0.770719
0.499707,0.148849,0.186503,0.164941,0,0,0,1,1,0,0,0,-0.557194,0.858299,-0.878956,-1.157530,-1.825887,1.437010,0.493324,2.204461,-1.386393,-0.862734
0.453212,0.173179,0.186234,0.187375,1,0,0,0,1,0,0,0,-0.839509,-0.799008,2.091153,1.351576,-1.393548,-0.212876,-0.373074,1.149709,-0.258098,-0.370278
0.516092,0.165282,0.162559,0.156067,1,0,0,0,1,0,0,0,1.006871,0.830462,-1.023750,1.807160,-1.850499,0.771963,0.201894,-0.043365,-1.622655,-0.687898
0.319745,0.200827,0.120506,0.358922,0,0,0,1,0,0,0,1,-0.114062,0.929841,0.528991,-0.306037,-0.916303,1.507156,0.588850,1.771957,0.607049,0.460664
0.160338,0.405042,0.323482,0.111138,0,1,0,0,0,1,0,0,0.780128,-0.250688,0.227488,0.224989,1.072000,1.433998,0.461122,3.412254,-0.952468,0.182628
0.148133,0.109472,0.671712,0.070683,0,0,1,0,0,0,1,0,0.280883,0.774523,1.942862,-3.301856,2.028345,-0.820038,0.346385,0.079512,-2.686536,0.142148
0.042873,0.083558,0.790011,0.083558,0,0,1,0,0,0,1,0,-2.052896,0.762788,0.856992,0.022138,2.335287,-1.154813,0.190192,1.654487,1.301192,1.422287
0.277998,0.317222,0.198468,0.206312,1,0,0,0,0,1,0,0,0.255685,-1.841259,2.303850,-1.859229,-2.009075,0.106797,-0.302824,-1.054671,-1.289990,-0.155493
0.432580,0.121331,0.306313,0.139776,0,0,1,0,1,0,0,0,-0.747557,1.264089,2.387731,0.846523,-0.657084,0.042163,2.189640,3.245085,-1.660854,-0.772546
0.166315,0.114018,0.644439,0.075228,0,0,1,0,0,0,1,0,0.949931,0.608148,3.552375,-0.990059,2.436739,-0.579272,0.826714,0.005360,-1.483039,-0.248595
0.044872,0.332586,0.243238,0.379305,0,0,1,0,0,0,0,1,-0.481320,-0.773618,-1.020385,-0.387265,1.212677,-0.044956,-0.397491,-0.897602,0.507084,-0.621599
0.159329,0.188320,0.261564,0.390787,0,0,1,0,0,0,0,1,-0.884128,-0.816234,-0.200292,-0.446029,-0.757008,0.691080,-0.171104,-2.661766,-0.610766,-0.451369
0.152230,0.272379,0.372356,0.203036,0,0,1,0,0,0,1,0,1.189428,1.449335,3.367084,-0.343539,1.114647,-0.567779,0.491772,-1.379875,-1.598943,-0.638308
0.195591,0.231573,0.388791,0.184045,0,0,1,0,0,0,1,0,-0.978265,-1.124956,1.065959,-0.843324,-0.006492,-0.174809,0.198505,-2.227285,-1.887772,-0.750437
0.455421,0.214812,0.165752,0.164015,1,0,0,0,1,0,0,0,-0.271876,-0.608607,-1.240937,0.581344,0.193383,-0.557021,-0.592654,1.644651,-0.407569,0.227283
0.264972,0.125135,0.430558,0.179335,0,0,0,1,0,0,1,0,2.111029,1.298245,1.625048,-0.669662,-1.635796,0.238810,-0.265094,1.463046,-0.212105,-0.744130
0.440706,0.093684,0.099159,0.366451,1,0,0,0,1,0,0,0,-1.688965,1.177386,-0.594672,0.384749,-0.419129,0.808290,0.693181,1.008582,0.669295,0.451798
0.453212,0.173179,0.186234,0.187375,1,0,0,0,1,0,0,0,-0.186573,-0.651812,0.684695,-0.481466,-0.911900,0.239966,-0.216385,0.183871,-2.270000,0.064504
0.062034,0.190866,0.572828,0.174272,0,0,1,0,0,0,1,0,0.262044,-0.256755,-0.223115,-0.446019,0.034068,-0.068626,-0.932087,-2.337381,-1.173642,0.269291
0.147993,0.305815,0.325690,0.220502,1,0,0,0,0,0,1,0,-0.075362,-0.239282,0.931662,0.058014,-0.159458,-0.192193,-1.606187,3.202360,0.186405,-0.654027
0.122956,0.456525,0.394203,0.026317,0,0,1,0,0,1,0,0,0.276067,-0.775640,-0.459138,0.371283,2.478975,1.887346,-1.531215,1.464248,-1.137246,0.983119
0.314855,0.247650,0.199753,0.237741,0,1,0,0,1,0,0,0,-0.985629,0.123672,0.571267,-1.202583,-2.159621,0.272168,0.573846,-0.715702,-2.192692,-0.134731
0.573656,0.123966,0.159809,0.142569,1,0,0,0,1,0,0,0,-1.546311,0.458482,-1.680090,-0.128626,-0.892126,-1.197910,0.572589,0.890784,-2.421755,-0.535965
0.186822,0.214842,0.076368,0.521968,0,0,0,1,0,0,0,1,-1.298024,0.539708,-3.445513,1.155363,-3.606167,0.166162,0.944555,-2.076312,0.373401,0.615781
0.496542,0.164496,0.170233,0.168729,1,0,0,0,1,0,0,0,0.629167,-1.220594,1.710622,-0.328743,-1.314668,0.591294,0.785272,0.076903,-0.628493,0.341962
0.144033,0.095682,0.675384,0.084901,0,0,1,0,0,0,1,0,-0.428177,-0.298411,1.241366,-0.105645,1.615595,-0.358085,-0.862079,-0.108204,-0.242125,0.659477
0.573656,0.123966,0.159809,0.142569,1,0,0,0,1,0,0,0,-1.443513,-0.455653,-0.664733,-0.159133,-1.871637,-0.431031,-0.603207,0.589777,-1.252218,-1.318654
0.313952,0.125600,0.138539,0.421909,0,1,0,0,0,0,0,1,-0.968620,2.007389,-0.795414,0.852781,-4.351511,-1.632905,-0.451011,-0.152761,0.112229,-1.400898
0.258407,0.262924,0.355271,0.123398,0,1,0,0,0,0,1,0,-0.344802,0.415784,-0.574516,-0.169895,0.707763,-0.439524,-0.352455,1.576358,0.082119,0.551340
0.455421,0.214812,0.165752,0.164015,1,0,0,0,1,0,0,0,-0.799456,-1.013612,-0.962560,0.145591,0.242540,0.071058,0.171067,2.032029,0.088553,0.099159
0.100448,0.456742,0.270281,0.172529,0,1,0,0,0,1,0,0,0.639276,1.167861,-0.113841,-0.473881,0.866109,-0.234397,0.129065,1.794467,0.721347,-0.832352
0.196334,0.188698,0.532385,0.082583,0,0,1,0,0,0,1,0,0.007800,0.013340,1.027955,1.117682,1.399566,-0.730359,1.267393,0.911732,-1.655375,0.498817
0.062950,0.507683,0.305072,0.124294,0,1,0,0,0,1,0,0,0.938778,1.383932,-2.764247,0.427619,1.622630,1.409379,1.274749,-0.068183,0.691430,-1.865085
0.224401,0.309145,0.099100,0.367354,0,0,0,1,0,0,0,1,2.408879,-1.480550,0.851281,1.544006,-0.383228,-1.875195,-0.582563,-0.133251,3.107623,-3.494389
0.057209,0.536024,0.102155,0.304612,0,1,0,0,0,1,0,0,0.904040,0.178993,2.276154,0.110550,-1.997702,1.242016,-0.334252,-2.933851,2.109495,0.924389
0.080805,0.435446,0.333208,0.150541,0,1,0,0,0,1,0,0,0.473771,1.163122,-1.573992,-0.367174,1.107895,-0.262375,-0.270188,0.771398,0.793015,-0.410738
0.265121,0.421055,0.200293,0.113530,0,1,0,0,0,1,0,0,1.343606,0.836012,1.636776,-0.203176,-1.914556,0.562597,-1.733846,-2.130806,-0.719087,-0.567968
0.139370,0.176344,0.585333,0.098953,0,0,1,0,0,0,1,0,-0.557150,-0.209554,0.641602,-0.419980,2.784418,0.600217,0.582620,-0.258112,0.033766,0.450384
0.291102,0.182374,0.236242,0.290281,1,0,0,0,1,0,0,0,0.752400,-2.268880,1.047221,0.854939,0.045693,-0.582245,1.420885,1.842741,-0.935912,0.204555
0.332051,0.193741,0.138037,0.336171,0,0,0,1,0,0,0,1,0.787435,-0.880496,1.305421,0.602597,-0.267843,-0.501433,-1.302181,0.482603,1.979333,-0.261700
0.070135,0.125310,0.099954,0.704601,0,0,0,1,0,0,0,1,-0.126604,-0.621170,-0.996072,1.955531,-0.431582,0.737816,-0.107342,-0.961653,0.678499,1.022559
0.060597,0.313789,0.334119,0.291494,0,0,1,0,0,0,1,0,-0.073869,0.706273,-0.409245,0.916705,0.160768,0.662481,0.967437,-1.564809,0.322544,-0.985608
0.197016,0.139921,0.581202,0.081861,0,0,1,0,0,0,1,0,-0.080975,1.687772,0.864332,-0.053094,1.321607,-1.239228,0.613477,0.707494,-0.378720,-0.588155
0.205659,0.355695,0.232427,0.206218,0,1,0,0,0,1,0,0,0.529790,0.536834,-0.073486,-0.215155,0.654666,-0.503098,0.380953,1.539880,0.683945,-1.438592
0.552084,0.138351,0.169751,0.139814,1,0,0,0,1,0,0,0,0.899585,-1.011938,1.315354,-0.311362,-1.606636,-0.463757,1.519832,0.985139,-3.829943,0.433727
0.314855,0.247650,0.199753,0.237741,0,1,0,0,1,0,0,0,-0.989910,-0.364580,0.779425,-1.127726,-0.614990,1.255719,-0.607282,-0.709166,-3.199359,1.689052
0.056250,0.365781,0.290305,0.287664,0,0,1,0,0,1,0,0,0.496436,-2.300204,0.336772,1.458322,0.712995,-0.461054,1.559445,-1.160697,0.255893,1.606534
0.073761,0.629305,0.172640,0.124294,0,1,0,0,0,1,0,0,-1.069328,0.576252,-1.029062,0.493310,1.075974,-0.079459,1.530846,0.963220,0.987326,0.749018
0.209720,0.263780,0.087998,0.438502,0,0,0,1,0,0,0,1,0.968050,-1.711047,2.467301,-0.649001,-1.590022,-0.121919,1.069613,0.602319,2.383652,-2.007414
0.287911,0.272767,0.191809,0.247512,1,0,0,0,1,0,0,0,-0.239004,-1.827369,0.133081,-0.600345,-2.514506,0.198624,-0.331905,-0.605518,-0.354189,0.214340
0.191758,0.486905,0.064048,0.257289,0,1,0,0,0,1,0,0,-1.208366,-0.695577,2.775270,-2.030101,-1.207375,2.965666,-1.886567,-2.550638,0.689801,-0.292490
0.064514,0.278591,0.468037,0.188858,0,1,0,0,0,0,1,0,-0.574155,-1.569608,1.933931,1.562991,0.127126,-1.107262,1.234175,-1.015529,-1.000300,-0.440316
0.298507,0.254806,0.192908,0.253779,0,0,0,1,1,0,0,0,-0.161709,1.309156,2.043139,0.836142,0.114076,-0.488437,0.216460,1.699587,3.807602,0.472024
0.388259,0.117506,0.205585,0.288651,1,0,0,0,1,0,0,0,-0.467754,1.021489,-0.203081,-0.493933,-3.104521,0.131419,-1.140725,-0.241694,-1.246378,0.455472
0.116491,0.545620,0.195282,0.142607,0,0,1,0,0,1,0,0,-0.911418,-0.849557,-0.934504,0.113268,0.982164,0.470963,-0.581366,1.475063,0.528396,-0.649890
0.459290,0.153106,0.227359,0.160245,0,0,1,0,1,0,0,0,-1.517631,1.749244,1.246566,0.112568,0.405608,-0.405695,1.145005,0.104169,-0.843593,-0.170417
0.167684,0.296758,0.360037,0.175520,0,0,1,0,0,0,1,0,1.349377,-0.390648,-0.636366,-1.010780,2.149537,-0.095560,0.359732,-0.425501,-0.182473,-0.931813
0.052333,0.212559,0.525658,0.209450,0,0,1,0,0,0,1,0,1.483843,0.822755,-0.681405,0.329086,0.217500,1.751869,-0.564007,-2.270803,-2.606008,1.710577
0.191499,0.142666,0.127939,0.537896,0,0,0,1,0,0,0,1,-0.583304,0.044400,-0.756632,-1.124362,-2.760924,0.119544,0.694642,-0.574249,4.886787,0.280136
0.164226,0.389858,0.368806,0.077110,0,1,0,0,0,1,0,0,0.156522,0.036486,-1.645495,0.031533,1.920482,-0.482021,-0.957009,1.719208,-0.280908,0.260428
0.312124,0.230101,0.223024,0.234751,0,1,0,0,1,0,0,0,0.688275,1.970290,0.257832,-1.084226,-1.773997,-0.455750,-1.114552,-0.510081,-0.933602,-1.269079
0.319745,0.200827,0.120506,0.358922,0,0,0,1,0,0,0,1,0.223808,-0.766181,0.503672,-0.781402,-0.623723,0.335510,0.038273,1.129554,1.090586,-0.254091
0.453212,0.173179,0.186234,0.187375,1,0,0,0,1,0,0,0,0.115622,-0.219753,-1.497382,0.647766,-2.191399,0.298948,0.468139,1.079280,-3.989778,1.053558
0.095913,0.184296,0.172368,0.547423,0,0,0,1,0,0,0,1,1.683324,0.823377,-0.194662,-0.566092,-1.538483,-0.038807,-0.332293,-0.731936,2.443656,0.227483
0.133206,0.354394,0.198484,0.313916,0,0,0,1,0,1,0,0,-0.629425,-1.163602,0.261308,-0.108412,-0.158254,-1.575859,0.585142,-0.328247,2.229215,-0.961714
0.104177,0.223106,0.115211,0.557506,0,0,0,1,0,0,0,1,0.623376,0.084073,-0.724666,-0.581148,-0.753293,-0.258473,0.533702,-0.851547,1.441352,-0.735395
0.104177,0.133821,0.147354,0.614649,0,0,0,1,0,0,0,1,-1.100806,1.281639,-0.799407,0.286952,-0.311524,0.300694,-0.181394,-0.817319,1.086190,1.224531
0.177466,0.139134,0.588876,0.094524,0,0,1,0,0,0,1,0,0.306328,-0.105877,4.894462,-0.013439,1.178014,-1.723675,1.346629,0.547331,-1.942312,0.720062
0.197109,0.160430,0.525950,0.116512,0,0,1,0,0,0,1,0,-0.643781,1.116444,0.903359,-0.354997,0.976047,1.872412,0.344826,2.122995,-1.939360,0.974188
0.152230,0.272379,0.372356,0.203036,0,0,1,0,0,0,1,0,-0.169530,0.036380,1.578916,1.358273,1.570770,-0.199402,-0.582627,-0.509914,-0.928479,-0.629932
0.063066,0.622510,0.226716,0.087708,0,1,0,0,0,1,0,0,-1.331832,0.120301,-1.501735,-1.874512,1.579683,0.067726,-1.523150,0.894473,0.928809,-0.485905
0.057209,0.425310,0.120012,0.397469,0,1,0,0,0,1,0,0,1.158288,-0.595997,1.683084,-0.623396,-1.041075,-1.429274,-0.040229,-1.581280,0.202961,0.157762
0.521591,0.113308,0.123085,0.242016,1,0,0,0,1,0,0,0,1.379074,-0.900570,-1.102092,0.404390,-0.696200,-1.240425,-0.947047,1.203249,-0.932961,-0.988419
0.325293,0.259145,0.080350,0.335211,1,0,0,0,0,0,0,1,-1.462907,0.603805,1.636497,0.317284,-1.170507,-1.619155,0.402903,-0.228837,0.553747,-0.007108
0.048097,0.271145,0.461785,0.218973,0,1,0,0,0,0,1,0,-0.302243,0.752387,2.090596,0.476996,1.587960,-1.101238,0.484993,-1.217501,-0.160431,-0.412290
0.071657,0.371818,0.332153,0.224371,0,0,1,0,0,1,0,0,-0.197848,-1.469492,0.120313,-0.627706,-0.090127,-0.582876,1.526993,-2.054157,-0.426218,1.446710
0.070135,0.152176,0.441082,0.336608,0,0,1,0,0,0,1,0,1.133061,0.274728,-1.509437,1.198466,-0.790612,-1.935364,0.778410,-2.544924,0.065997,1.948649
0.554105,0.123179,0.167484,0.155232,1,0,0,0,1,0,0,0,-1.412037,-0.686415,0.386420,0.345631,-1.112992,-0.642474,0.194304,1.032898,-1.284142,1.118125
0.057209,0.336024,0.113266,0.493501,0,0,0,1,0,0,0,1,-0.937397,-0.637111,2.156151,0.532504,-0.727638,0.691397,-0.455301,-0.837764,1.598129,1.145186
0.105870,0.259786,0.175857,0.458487,0,0,0,1,0,0,0,1,1.744090,-0.543863,-0.074502,1.867729,-0.561975,-0.715340,0.566997,-0.725090,1.118209,-0.767077
0.214749,0.284801,0.304357,0.196094,0,1,0,0,0,0,1,0,0.231671,-0.563185,-0.064088,-1.817237,-0.045334,-0.009595,0.933373,-0.136850,2.419945,-0.890156
0.107795,0.418084,0.340209,0.133912,0,0,1,0,0,1,0,0,1.689549,-0.980803,-1.619450,1.640322,2.805857,1.727131,0.071217,0.500817,1.338960,1.615431
0.069563,0.411598,0.249411,0.269428,0,1,0,0,0,1,0,0,-0.933522,-0.542902,-3.051114,0.522961,1.882181,-0.958449,-0.606084,-0.599698,2.013335,-1.253036
0.496542,0.164496,0.170233,0.168729,0,1,0,0,1,0,0,0,0.608915,0.941468,-1.732923,-0.676444,-1.202499,-0.418297,-0.002287,1.476145,-2.592858,0.102654
0.159563,0.433310,0.329917,0.077210,0,1,0,0,0,1,0,0,0.865519,0.734897,-0.886061,0.888177,2.026080,0.488750,-0.496360,3.086686,-0.357627,0.198722
0.453212,0.173179,0.186234,0.187375,1,0,0,0,1,0,0,0,-0.149854,1.132963,-0.826381,0.587860,-2.372685,-0.320073,-0.418642,1.178232,-0.211359,1.456830
0.516092,0.165282,0.162559,0.156067,1,0,0,0,1,0,0,0,0.493312,-0.069667,-1.835358,1.329924,-0.259122,-0.972984,-0.225241,1.456108,-2.260346,-0.719143
0.472763,0.173966,0.178559,0.174712,1,0,0,0,1,0,0,0,-0.697250,0.479747,2.424571,-0.082487,-0.467391,0.656170,-0.158186,0.559380,-1.353203,-0.728109
0.227929,0.359632,0.159689,0.252749,0,0,0,1,0,1,0,0,0.896159,-0.598794,-0.058373,-0.410878,0.277856,-0.793275,0.279473,2.968415,3.054488,-0.219518
0.104177,0.133821,0.147354,0.614649,0,0,0,1,0,0,0,1,-0.239942,0.332581,-1.758701,-0.556968,-1.382553,-0.951634,0.550600,-1.249637,0.867961,0.922101
0.139370,0.139134,0.636495,0.085000,0,0,1,0,0,0,1,0,-0.388942,-0.853364,2.283471,0.515335,2.312395,0.032205,-0.030328,0.437505,-0.503501,0.031689
0.097247,0.584696,0.256300,0.061757,0,1,0,0,0,1,0,0,0.927847,1.679197,-2.640967,-1.212844,2.050154,-1.801593,0.975077,0.448208,0.924803,0.887320
0.214764,0.226369,0.351834,0.207032,0,0,1,0,0,0,1,0,0.488981,1.383462,3.772386,1.616590,0.613824,-1.143200,-0.560808,-1.810670,-1.221794,0.044895
0.044872,0.332586,0.282127,0.340416,0,1,0,0,0,0,0,1,0.072518,-0.164463,-2.344757,0.431261,1.293419,-1.572409,0.083622,-0.793558,2.008445,1.083677
0.129453,0.234608,0.451448,0.184490,0,0,1,0,0,0,1,0,-0.420688,-0.481576,3.490834,-0.226476,1.522315,-0.129101,0.177798,-0.483029,-1.614859,0.472020
0.084154,0.310907,0.310099,0.294841,0,0,1,0,0,1,0,0,-0.233770,-1.783804,5.490131,-1.130531,-0.614105,-0.003940,0.577430,-2.826183,0.266845,-0.330691
0.411960,0.137183,0.242606,0.208251,0,0,1,0,1,0,0,0,1.505152,-0.530149,2.860158,0.910120,-1.465164,0.015341,0.577210,0.056499,-1.615025,-1.390787
0.276160,0.092805,0.609590,0.021444,0,0,1,0,0,0,1,0,0.511328,0.221636,1.461752,0.063951,2.113376,0.398928,-1.746921,0.579770,-0.813680,-0.835752
0.294632,0.314846,0.133951,0.256572,0,0,0,1,0,1,0,0,1.828897,-2.300458,0.168428,0.154611,-0.779341,-0.659009,0.282740,2.964111,1.105943,-0.076455
0.149096,0.255903,0.388522,0.206479,0,0,1,0,0,0,1,0,-0.151608,-1.751714,0.314531,-0.356266,0.720196,0.364887,0.607551,-0.810037,-0.712913,0.606153
0.205367,0.090690,0.020482,0.683461,0,0,0,1,0,0,0,1,-1.415602,-1.177768,-1.931833,0.859346,-1.471143,-0.104944,-0.776484,-1.665135,-1.156129,0.220493
0.130512,0.159272,0.111484,0.598731,0,0,0,1,0,0,0,1,-0.712482,-1.602163,-0.478144,0.444422,-0.838418,0.147153,0.089320,-0.525423,2.714886,0.182425
0.431816,0.296463,0.079267,0.192454,0,1,0,0,1,0,0,0,1.686656,0.346079,-0.867467,0.076035,0.552355,-0.503701,1.904553,0.264391,1.401264,1.102300
0.496542,0.164496,0.170233,0.168729,1,0,0,0,1,0,0,0,1.224597,-0.973278,0.028170,-0.114426,-1.846880,-1.037068,0.478257,0.394917,-1.270429,-0.008527
0.192880,0.262810,0.049954,0.494356,0,0,0,1,0,0,0,1,-0.157329,-0.682331,-1.236928,-0.410242,-1.100369,-0.492834,-1.821445,-0.852960,2.232175,-1.002171
0.222014,0.315747,0.271796,0.190442,0,1,0,0,0,1,0,0,-0.290841,0.466546,0.705486,0.342845,-1.897595,0.309940,1.279708,-1.748706,-0.801850,-0.020732
0.496542,0.164496,0.170233,0.168729,1,0,0,0,1,0,0,0,1.324803,0.627096,2.464404,0.486061,-1.509948,0.626362,-0.388026,0.964102,-2.439585,0.118673
